body_type,sex,diet,transport_mode,vehicle_type,vehicle_monthly_km,daily_screen_hours,daily_internet_hours,heating_source,energy_efficient,air_travel_frequency,monthly_grocery_bill,waste_bags_per_week,carbon_emission_kg,screen_category
overweight,male,pescatarian,walk/bicycle,None,38,11,10,electricity,No,rarely,246,7,1305,High Screen Time (>6h)
overweight,male,pescatarian,public,None,919,12,3,coal,No,never,277,1,1941,High Screen Time (>6h)
normal,male,pescatarian,walk/bicycle,None,53,17,3,wood,Sometimes,never,184,1,996,High Screen Time (>6h)
overweight,female,vegan,public,None,1324,19,5,electricity,Sometimes,rarely,58,6,1921,High Screen Time (>6h)
obese,female,omnivore,public,None,988,19,19,wood,Sometimes,never,90,5,1916,High Screen Time (>6h)
underweight,male,vegetarian,walk/bicycle,None,33,1,14,coal,Yes,frequently,51,4,2183,Low Screen Time (≤6h)
normal,male,vegetarian,public,None,303,3,4,coal,No,very frequently,94,4,2315,Low Screen Time (≤6h)
overweight,female,vegan,walk/bicycle,None,74,1,4,wood,No,very frequently,182,7,2917,Low Screen Time (≤6h)
overweight,female,omnivore,private,electric,8747,21,19,electricity,Sometimes,rarely,136,5,1511,High Screen Time (>6h)
overweight,female,omnivore,public,None,1146,22,10,wood,Yes,never,264,4,1248,High Screen Time (>6h)
normal,male,vegan,private,electric,71,22,8,natural gas,Yes,very frequently,164,5,2899,High Screen Time (>6h)
overweight,female,vegetarian,private,electric,2289,18,17,wood,No,never,62,7,1340,High Screen Time (>6h)
overweight,female,omnivore,public,None,259,23,11,electricity,No,never,54,3,1607,High Screen Time (>6h)
overweight,female,pescatarian,public,None,919,3,15,coal,Sometimes,never,247,7,1255,Low Screen Time (≤6h)
normal,female,vegan,walk/bicycle,None,53,3,0,electricity,Sometimes,never,292,6,494,Low Screen Time (≤6h)
underweight,male,vegetarian,private,electric,4630,19,1,electricity,Yes,very frequently,170,5,2591,High Screen Time (>6h)
overweight,male,pescatarian,private,hybrid,8182,6,15,wood,Sometimes,very frequently,144,1,4019,Low Screen Time (≤6h)
normal,male,omnivore,public,None,1185,21,6,electricity,Sometimes,frequently,136,4,1830,High Screen Time (>6h)
obese,female,omnivore,public,None,1465,18,20,wood,Yes,frequently,223,3,2069,High Screen Time (>6h)
normal,male,vegan,private,diesel,85,9,5,coal,No,frequently,133,2,1789,High Screen Time (>6h)
underweight,female,omnivore,private,petrol,54,6,21,wood,No,rarely,151,7,1568,Low Screen Time (≤6h)
underweight,male,pescatarian,walk/bicycle,None,21,2,15,coal,Yes,frequently,146,4,2146,Low Screen Time (≤6h)
obese,female,vegan,private,electric,1552,24,24,electricity,Yes,rarely,251,1,1274,High Screen Time (>6h)
normal,female,vegan,public,None,406,1,6,electricity,Sometimes,rarely,281,7,1425,Low Screen Time (≤6h)
overweight,female,vegetarian,public,None,1663,4,6,coal,Yes,rarely,243,6,2178,Low Screen Time (≤6h)
underweight,male,omnivore,public,None,1420,20,17,coal,Yes,never,291,3,2114,High Screen Time (>6h)
normal,male,omnivore,private,electric,9489,22,9,natural gas,Sometimes,frequently,183,5,1610,High Screen Time (>6h)
normal,male,vegan,public,None,920,7,23,coal,Yes,very frequently,222,4,3331,High Screen Time (>6h)
normal,female,omnivore,public,None,1079,21,16,wood,No,frequently,191,7,2104,High Screen Time (>6h)
obese,female,vegan,private,petrol,909,9,22,natural gas,No,rarely,164,1,1819,High Screen Time (>6h)
obese,female,pescatarian,public,None,1681,0,18,wood,Yes,rarely,128,1,1355,Low Screen Time (≤6h)
obese,male,pescatarian,public,None,1059,2,15,natural gas,Yes,rarely,86,2,1626,Low Screen Time (≤6h)
normal,male,vegan,public,None,1810,6,6,wood,No,rarely,158,7,2223,Low Screen Time (≤6h)
overweight,male,vegetarian,public,None,1209,5,1,wood,Sometimes,very frequently,71,6,3423,Low Screen Time (≤6h)
normal,male,pescatarian,walk/bicycle,None,12,13,15,natural gas,Sometimes,very frequently,263,6,2268,High Screen Time (>6h)
overweight,male,omnivore,private,electric,3182,3,16,wood,Sometimes,frequently,189,7,2612,Low Screen Time (≤6h)
overweight,female,vegetarian,walk/bicycle,None,65,13,19,wood,No,never,158,7,1300,High Screen Time (>6h)
overweight,male,pescatarian,walk/bicycle,None,80,10,19,coal,Yes,rarely,269,5,1550,High Screen Time (>6h)
normal,male,vegetarian,private,petrol,837,6,3,wood,No,rarely,72,4,1824,Low Screen Time (≤6h)
normal,female,vegetarian,walk/bicycle,None,0,4,23,coal,No,never,79,2,1322,Low Screen Time (≤6h)
normal,male,vegetarian,private,petrol,2317,14,16,natural gas,Sometimes,never,216,3,2266,High Screen Time (>6h)
underweight,male,vegan,walk/bicycle,None,25,13,2,electricity,No,rarely,183,4,1347,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,26,2,6,natural gas,Yes,frequently,145,4,2160,Low Screen Time (≤6h)
overweight,female,vegetarian,walk/bicycle,None,47,7,10,natural gas,Sometimes,very frequently,157,3,2670,High Screen Time (>6h)
normal,female,vegetarian,walk/bicycle,None,73,10,17,natural gas,Yes,rarely,250,7,1496,High Screen Time (>6h)
underweight,female,vegetarian,private,electric,5898,13,5,electricity,Yes,rarely,205,3,1175,High Screen Time (>6h)
underweight,female,omnivore,private,lpg,7691,9,3,coal,Yes,rarely,176,1,3206,High Screen Time (>6h)
normal,female,vegan,walk/bicycle,None,44,9,7,wood,No,frequently,286,7,1978,High Screen Time (>6h)
normal,male,pescatarian,private,hybrid,4881,19,21,natural gas,No,never,238,7,2432,High Screen Time (>6h)
normal,female,vegan,walk/bicycle,None,78,18,15,coal,Sometimes,rarely,59,4,1273,High Screen Time (>6h)
overweight,male,vegan,public,None,1257,20,5,coal,Sometimes,rarely,140,2,1922,High Screen Time (>6h)
normal,female,vegetarian,private,electric,3010,7,12,natural gas,Yes,rarely,286,7,1977,High Screen Time (>6h)
overweight,female,vegetarian,public,None,542,2,12,electricity,Yes,frequently,156,6,1657,Low Screen Time (≤6h)
overweight,male,vegan,public,None,19,6,5,natural gas,Yes,very frequently,115,4,2992,Low Screen Time (≤6h)
obese,male,vegetarian,private,electric,5119,20,19,wood,Yes,never,258,5,1634,High Screen Time (>6h)
overweight,male,pescatarian,public,None,1553,17,1,coal,No,rarely,224,5,2261,High Screen Time (>6h)
underweight,female,vegan,walk/bicycle,None,91,24,21,electricity,Yes,never,116,4,822,High Screen Time (>6h)
obese,male,vegan,walk/bicycle,None,34,8,13,wood,No,frequently,273,6,2665,High Screen Time (>6h)
obese,male,pescatarian,private,hybrid,21,11,5,natural gas,Yes,never,266,5,1888,High Screen Time (>6h)
normal,male,omnivore,walk/bicycle,None,69,2,4,natural gas,No,very frequently,219,4,2692,Low Screen Time (≤6h)
underweight,female,vegan,public,None,1961,2,12,wood,Sometimes,very frequently,299,7,3152,Low Screen Time (≤6h)
normal,male,pescatarian,walk/bicycle,None,27,13,8,wood,Sometimes,never,285,3,1991,High Screen Time (>6h)
obese,female,omnivore,public,None,494,8,3,electricity,Yes,very frequently,218,3,2482,High Screen Time (>6h)
obese,male,vegetarian,walk/bicycle,None,43,0,2,coal,Sometimes,never,66,5,1274,Low Screen Time (≤6h)
overweight,male,pescatarian,public,None,321,4,19,coal,Sometimes,very frequently,102,3,3436,Low Screen Time (≤6h)
underweight,male,vegan,public,None,84,23,23,natural gas,Sometimes,rarely,115,5,1888,High Screen Time (>6h)
underweight,male,vegetarian,walk/bicycle,None,85,11,3,wood,No,never,264,7,1568,High Screen Time (>6h)
normal,female,pescatarian,private,electric,1167,20,1,coal,Sometimes,rarely,243,3,1508,High Screen Time (>6h)
overweight,male,omnivore,walk/bicycle,None,48,10,17,wood,Sometimes,rarely,76,2,1202,High Screen Time (>6h)
underweight,female,vegan,walk/bicycle,None,24,8,2,natural gas,Yes,very frequently,248,1,1813,High Screen Time (>6h)
overweight,male,vegetarian,public,None,253,24,12,electricity,Yes,very frequently,118,4,2245,High Screen Time (>6h)
obese,male,vegan,walk/bicycle,None,44,0,22,natural gas,Sometimes,very frequently,156,3,2867,Low Screen Time (≤6h)
obese,male,vegetarian,walk/bicycle,None,56,5,13,electricity,Yes,never,179,1,1062,Low Screen Time (≤6h)
overweight,male,pescatarian,walk/bicycle,None,5,13,19,coal,No,frequently,110,6,2592,High Screen Time (>6h)
underweight,male,vegan,walk/bicycle,None,2,3,8,coal,Yes,very frequently,191,3,2383,Low Screen Time (≤6h)
underweight,male,omnivore,walk/bicycle,None,68,4,10,electricity,Yes,rarely,268,1,999,Low Screen Time (≤6h)
underweight,female,omnivore,private,hybrid,6423,11,23,coal,Yes,very frequently,144,7,3919,High Screen Time (>6h)
obese,female,vegetarian,public,None,425,18,7,wood,No,very frequently,227,4,3067,High Screen Time (>6h)
underweight,male,pescatarian,walk/bicycle,None,79,14,8,electricity,Yes,very frequently,272,2,2431,High Screen Time (>6h)
overweight,male,pescatarian,walk/bicycle,None,67,2,7,electricity,Yes,never,267,6,1283,Low Screen Time (≤6h)
overweight,male,omnivore,walk/bicycle,None,45,3,11,natural gas,Yes,very frequently,198,4,2720,Low Screen Time (≤6h)
obese,female,vegan,private,petrol,3634,21,7,wood,Sometimes,never,129,2,2881,High Screen Time (>6h)
overweight,female,pescatarian,private,petrol,6218,7,2,coal,Sometimes,never,76,3,3197,High Screen Time (>6h)
obese,female,pescatarian,public,None,1303,6,20,electricity,No,very frequently,270,5,2599,Low Screen Time (≤6h)
normal,male,vegetarian,walk/bicycle,None,16,9,8,wood,Yes,rarely,275,4,1735,High Screen Time (>6h)
underweight,female,pescatarian,public,None,1892,3,10,wood,Yes,never,161,6,1641,Low Screen Time (≤6h)
normal,female,pescatarian,public,None,626,17,16,wood,Yes,frequently,74,1,1484,High Screen Time (>6h)
normal,female,omnivore,private,lpg,7733,18,6,coal,No,very frequently,101,3,4462,High Screen Time (>6h)
overweight,male,pescatarian,public,None,1606,11,20,wood,Sometimes,very frequently,173,4,3307,High Screen Time (>6h)
overweight,female,vegan,public,None,449,18,19,electricity,No,rarely,295,7,2212,High Screen Time (>6h)
overweight,male,vegetarian,walk/bicycle,None,94,22,21,wood,Yes,frequently,85,3,2474,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,5,21,9,electricity,Sometimes,never,261,2,940,High Screen Time (>6h)
underweight,male,pescatarian,private,petrol,3522,9,23,coal,No,rarely,70,1,3102,High Screen Time (>6h)
normal,male,omnivore,public,None,653,24,20,wood,Sometimes,never,193,5,1661,High Screen Time (>6h)
underweight,male,omnivore,private,lpg,9688,0,11,coal,Sometimes,frequently,237,5,5224,Low Screen Time (≤6h)
underweight,male,pescatarian,private,petrol,6823,6,14,electricity,Yes,rarely,256,5,3721,Low Screen Time (≤6h)
normal,female,omnivore,walk/bicycle,None,69,6,3,electricity,No,very frequently,128,6,3037,Low Screen Time (≤6h)
underweight,male,omnivore,private,diesel,5837,19,17,coal,Sometimes,rarely,227,7,3906,High Screen Time (>6h)
obese,female,omnivore,public,None,134,3,2,wood,No,rarely,98,2,1784,Low Screen Time (≤6h)
obese,male,vegetarian,public,None,1992,13,3,wood,Sometimes,never,107,4,1622,High Screen Time (>6h)
overweight,female,vegan,walk/bicycle,None,38,15,0,natural gas,Sometimes,rarely,186,7,2153,High Screen Time (>6h)
normal,female,vegetarian,private,hybrid,2800,11,6,wood,Sometimes,rarely,204,4,1362,High Screen Time (>6h)
normal,male,pescatarian,private,hybrid,1178,11,7,coal,Sometimes,frequently,262,3,2761,High Screen Time (>6h)
overweight,female,pescatarian,private,hybrid,2582,6,4,wood,Sometimes,frequently,169,6,1855,Low Screen Time (≤6h)
normal,female,vegetarian,public,None,836,6,2,natural gas,No,frequently,158,5,2378,Low Screen Time (≤6h)
overweight,male,pescatarian,public,None,884,5,16,natural gas,Sometimes,very frequently,126,3,3232,Low Screen Time (≤6h)
underweight,male,pescatarian,walk/bicycle,None,59,14,14,natural gas,Yes,frequently,195,2,1362,High Screen Time (>6h)
overweight,female,vegan,private,petrol,3164,2,23,electricity,Sometimes,very frequently,64,5,3364,Low Screen Time (≤6h)
overweight,female,vegan,public,None,1882,12,4,coal,No,never,206,7,1914,High Screen Time (>6h)
obese,male,vegan,private,lpg,8469,17,15,wood,Sometimes,frequently,90,4,5035,High Screen Time (>6h)
underweight,male,vegan,public,None,992,16,17,coal,No,very frequently,62,3,2915,High Screen Time (>6h)
overweight,male,vegetarian,public,None,1732,24,23,electricity,No,rarely,61,6,1912,High Screen Time (>6h)
overweight,female,pescatarian,public,None,32,4,18,wood,Sometimes,very frequently,254,4,2670,Low Screen Time (≤6h)
normal,male,vegan,walk/bicycle,None,75,6,18,coal,Yes,rarely,157,6,2465,Low Screen Time (≤6h)
obese,female,omnivore,private,lpg,3280,8,0,coal,Sometimes,very frequently,72,3,3696,High Screen Time (>6h)
overweight,male,vegan,walk/bicycle,None,73,11,5,wood,Sometimes,very frequently,279,1,2488,High Screen Time (>6h)
underweight,female,omnivore,public,None,230,18,19,wood,Sometimes,never,286,1,1182,High Screen Time (>6h)
overweight,male,omnivore,public,None,663,19,19,natural gas,Sometimes,frequently,241,7,3050,High Screen Time (>6h)
overweight,female,vegetarian,public,None,92,9,10,coal,Yes,frequently,184,6,2341,High Screen Time (>6h)
obese,female,vegan,walk/bicycle,None,25,6,15,wood,No,rarely,156,2,1301,Low Screen Time (≤6h)
obese,female,omnivore,private,diesel,609,14,13,electricity,Sometimes,never,111,5,1250,High Screen Time (>6h)
overweight,female,vegan,private,diesel,8766,22,23,wood,No,frequently,210,1,3987,High Screen Time (>6h)
underweight,female,vegan,walk/bicycle,None,89,21,11,wood,No,very frequently,200,4,2048,High Screen Time (>6h)
underweight,male,pescatarian,walk/bicycle,None,66,22,11,electricity,Sometimes,rarely,107,5,1274,High Screen Time (>6h)
obese,female,vegan,public,None,296,10,8,wood,Sometimes,frequently,273,6,2855,High Screen Time (>6h)
underweight,female,pescatarian,private,hybrid,3892,19,24,coal,Sometimes,very frequently,129,4,3475,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,54,1,7,electricity,Sometimes,very frequently,61,2,2291,Low Screen Time (≤6h)
underweight,male,vegetarian,private,diesel,4135,3,4,wood,No,frequently,265,7,3589,Low Screen Time (≤6h)
obese,male,vegan,public,None,1922,20,5,natural gas,No,never,242,7,1882,High Screen Time (>6h)
overweight,female,pescatarian,public,None,516,21,9,electricity,Yes,rarely,147,1,906,High Screen Time (>6h)
obese,female,pescatarian,walk/bicycle,None,16,19,23,electricity,Yes,rarely,260,4,1732,High Screen Time (>6h)
underweight,male,vegan,public,None,795,0,3,natural gas,No,rarely,278,1,1229,Low Screen Time (≤6h)
obese,male,pescatarian,public,None,1394,20,0,coal,No,frequently,227,6,3637,High Screen Time (>6h)
obese,male,pescatarian,walk/bicycle,None,80,1,13,coal,Yes,rarely,218,5,1733,Low Screen Time (≤6h)
overweight,male,vegan,public,None,605,5,5,electricity,Sometimes,very frequently,141,7,3285,Low Screen Time (≤6h)
underweight,male,vegetarian,walk/bicycle,None,11,9,17,natural gas,Yes,very frequently,285,7,2628,High Screen Time (>6h)
overweight,male,pescatarian,public,None,549,23,15,wood,No,very frequently,188,2,3536,High Screen Time (>6h)
normal,female,omnivore,walk/bicycle,None,8,9,11,coal,No,rarely,248,5,2300,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,78,23,0,electricity,No,rarely,158,3,1430,High Screen Time (>6h)
underweight,female,vegan,walk/bicycle,None,81,17,5,wood,No,very frequently,135,6,2391,High Screen Time (>6h)
normal,male,pescatarian,private,petrol,4690,23,22,coal,Yes,frequently,297,5,4105,High Screen Time (>6h)
normal,female,pescatarian,public,None,253,24,20,natural gas,Yes,rarely,248,6,1612,High Screen Time (>6h)
obese,male,vegan,private,electric,2419,20,13,wood,Sometimes,very frequently,172,7,3342,High Screen Time (>6h)
underweight,male,vegan,private,electric,5544,24,12,electricity,Yes,frequently,183,4,1333,High Screen Time (>6h)
normal,female,vegetarian,private,petrol,1645,5,20,electricity,Yes,very frequently,245,2,2618,Low Screen Time (≤6h)
obese,male,pescatarian,private,electric,9246,14,9,natural gas,No,very frequently,77,5,3420,High Screen Time (>6h)
obese,male,omnivore,public,None,1540,6,11,wood,Yes,rarely,155,1,1467,Low Screen Time (≤6h)
obese,female,omnivore,walk/bicycle,None,79,18,3,coal,Sometimes,rarely,189,1,1843,High Screen Time (>6h)
underweight,male,pescatarian,walk/bicycle,None,84,19,13,coal,Sometimes,never,100,2,1347,High Screen Time (>6h)
obese,female,omnivore,walk/bicycle,None,4,17,23,natural gas,No,never,178,4,1075,High Screen Time (>6h)
overweight,female,omnivore,private,electric,7270,16,8,wood,Sometimes,never,181,1,1244,High Screen Time (>6h)
underweight,male,omnivore,walk/bicycle,None,56,18,6,wood,Yes,very frequently,61,2,2875,High Screen Time (>6h)
underweight,female,omnivore,private,hybrid,4588,5,10,natural gas,Sometimes,never,187,3,1525,Low Screen Time (≤6h)
obese,male,vegetarian,private,hybrid,7843,7,18,coal,No,very frequently,202,1,4682,High Screen Time (>6h)
underweight,female,vegan,private,lpg,9503,17,0,natural gas,Yes,never,89,5,3087,High Screen Time (>6h)
normal,female,vegan,walk/bicycle,None,59,15,15,natural gas,Yes,rarely,117,6,920,High Screen Time (>6h)
overweight,male,pescatarian,private,electric,2171,14,0,electricity,No,very frequently,276,7,2474,High Screen Time (>6h)
obese,male,pescatarian,walk/bicycle,None,26,22,22,coal,Sometimes,frequently,231,3,2614,High Screen Time (>6h)
overweight,male,vegan,public,None,198,17,15,electricity,No,rarely,285,1,1576,High Screen Time (>6h)
normal,male,vegan,private,diesel,1414,13,3,wood,Yes,frequently,56,7,2441,High Screen Time (>6h)
underweight,male,pescatarian,private,electric,4443,7,9,wood,Yes,never,164,4,1358,High Screen Time (>6h)
obese,female,omnivore,public,None,205,10,23,coal,Sometimes,frequently,275,5,2998,High Screen Time (>6h)
obese,male,vegetarian,public,None,893,19,7,natural gas,Sometimes,very frequently,103,3,2439,High Screen Time (>6h)
obese,female,vegetarian,walk/bicycle,None,5,9,0,coal,No,frequently,177,7,2776,High Screen Time (>6h)
overweight,female,omnivore,walk/bicycle,None,59,3,22,natural gas,Yes,never,53,3,1214,Low Screen Time (≤6h)
